nom,editeur,description,image
Feu de camp,Matagot,Vous participez à un concours du plus beau feu de camps et il vous faudra jouer avec le feu. Plus vous prendrez de risques pour l'embellir plus vous risquerez de le perdre ! Aurez vous les nerfs assez solides ? Piochez une carte et respecter les éléments et les contraintes demandés. Utilisez la pince pour saisir les éléments Allumez le feu mais ne vous brûlez pas !,https://matagot-friends.com/france/5649-home_default/tinderblox-fr.jpg
Space Aztecs,Lumberjack,Les extra-terrestres attaquent ! Votre responsabilité de dirigeante de cité aztèque est de réunir vos habitants et les protéger d’un kidnapping imminent. La meilleure à cette tâche remportera la partie.,https://blackrockgames.fr/upload/cache/id:83psEngxwqAAAAAAAAAzzww480h320.jpeg
Legacy of the crown,KPM Studios,,https://www.legacyofthecrown.com/images/title.webp
Match Super Mario,Winning Moves,"Joue avec tes personnages préférés de l’univers Mario. Choisis un des 15 personnages de Super Mario issus du célèbre jeu vidéo de Nintendo, comme Luigi, Princesse Daisy, Yoshi, Toad, Boo ou encore Bowser, et tente d’aligner 5 cubes identiques pour gagner la partie !",https://www.winningmoves.fr/wp-content/uploads/2022/05/3700126905964_1.jpg
Match Animal Crossing,Winning Moves,"Joue avec tes personnages préférés de l’univers d’Animal Crossing ! Choisis un des 15 personnages issus du célèbre jeu vidéo de Nintendo, comme Tom Nook, Kéké Laglisse, Marie, Rounard, Gyroïde ou encore Follet,  et tente d’aligner 5 cubes identiques pour gagner la partie !",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905044950_1.png
Match Mickey et ses amis,Winning Moves,"Joue avec tes personnages préférés issus de l’univers de Mickey et ses amis, retrouve Donald, Minnie, Dingo, Daisy ou encore Pluto !",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905048170_1.png
Match Harry Potter,Winning Moves,"Joue avec tes sorciers préférés de la saga Harry Potter. Choisis un des 15 personnages issus de l’univers Harry Potter, comme Ron, Hermione, Dobby, Drago Malefoy, Luna Lovegood, Rubeus Hagrid ou encore Albus Dumbledore,  et tente d’aligner 5 cubes identiques pour gagner la partie !",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905038034_1.png
Top Trumps Battle Mat Dragon Ball Super,Winning Moves,Jouez avec vos personnages favoris du Top Trumps Dragon Ball Super dans ce jeu de cartes stratégique sur plateau ! Choisissez judicieusement vos caractéristiques et remportez un maximum de batailles pour gagner la partie !,https://www.winningmoves.fr/wp-content/uploads/2021/07/5036905040730_2.png
Top Trumps One Piece,Winning Moves,"Retrouvez les personnages de votre manga favori, l’équipage de Luffy, ses alliés et ses ennemis comme Nami, Usopp, Hody Jones, Arlong, Perona ou encore Nico Robin !",https://www.winningmoves.fr/wp-content/uploads/2022/07/FR_CaseVisual_OnePiece_2022_TTStnd_1200x1200.jpg
Top Trumps Naruto Shippuden,Winning Moves,"Retrouvez les ninjas de votre manga préféré, leurs alliés et leurs ennemis comme Sasuke, Itachi, Shikamaru, Gaara, Orochimaru, Pain ou encore Obito !",https://www.winningmoves.fr/wp-content/uploads/5036905039727_1.png
Top Trumps Star Wars The Mandalorian,Winning Moves,"Retrouvez vos personnages préférés comme Grogu, IG-11, Stormtroopers, Boba Fett, le Mythrol, Death Troopers Impériaux ou encore Madame Crapaud.",https://www.winningmoves.fr/wp-content/uploads/5036905046930_1.png
Top Trumps Marvel Cinematic Universe,Winning Moves,"Retrouvez les Avengers, leurs alliés et leurs ennemis, comme Groot, Iron Man, Crâne Rouge, Le Soldat de l’Hiver, Nick Fury ou encore Thor",https://www.winningmoves.fr/wp-content/uploads/2022/05/5036905039284_1.png
DGT Pegasus,DGT,"Découvrez le premier plateau d'échec dédié au jeu en ligne. DGT Pegasus va changer le jeu d'échec en ligne. Pas d'écran, seule reste l'impression de jouer de jouer de façon naturelle. Après vous être connecté à un adversaire, vous pouvez mettre votre téléphone de côté et vous concentrer pleinement sur votre plateau. Vous verrez les déplacements de votre adversaire grâce à des anneaux de LED sur le plateau. ",https://cdn1.philibertnet.com/535990-thickbox_default/echiquier-dgt-pegasus.jpg
